 CMS collision Energy =    13000.000000000000     
 Collider type = pp
 ======================================
 Factorization scale                = dynamical
 Renormalization scale              = dynamical
 ==================================
 NLO QCD Cross-Section with LO photon-induced Channel                                                                                                 
 ======================================
 EW input parameters: Gmu scheme
     2.38   0.53948742E-02   0.83120236E-03
     2.62   0.17228103E-01   0.85991012E-02
     2.88   0.13486220E-01   0.50272144E-02
     3.12   0.76099254E-02   0.10877154E-02
     3.38   0.12902428E-01   0.74529374E-02
     3.62   0.36964666E-02   0.92438913E-03
     3.88   0.48004020E-02   0.17543676E-02
     4.12   0.21527182E-02   0.48206651E-03
     4.38   0.10210554E-01   0.72619645E-02
     4.62   0.18118489E-02   0.60066967E-03
     4.88   0.18461845E-02   0.65147485E-03

  ----   dR_jet1,l+/n   ----

     0.12   0.33913047E-03   0.78525280E-04
     0.38   0.14978217E-02   0.60687780E-03
     0.62   0.14509189E-02   0.18949891E-03
     0.88   0.36649935E-02   0.15641715E-02
     1.12   0.36664206E-02   0.10045534E-02
     1.38   0.37286441E-02   0.61869558E-03
     1.62   0.38513566E-02   0.64612642E-03
     1.88   0.82773741E-02   0.46208331E-02
     2.12   0.18378678E-01   0.87532687E-02
     2.38   0.76320390E-02   0.14977383E-02
     2.62   0.14635959E-01   0.75297402E-02
     2.88   0.56782805E-02   0.73850575E-03
     3.12   0.64169312E-02   0.87052047E-03
     3.38   0.74980326E-02   0.20483548E-02
     3.62   0.40651129E-02   0.85779633E-03
     3.88   0.10580021E-01   0.72531705E-02
     4.12   0.35847222E-02   0.16978934E-02
     4.38   0.19533055E-02   0.61743042E-03
     4.62   0.30456677E-02   0.81669095E-03
     4.88   0.29122938E-02   0.11399748E-02

  ----   dR_jet2,l-/l   ----

     0.12    0.0000000       0.10000000E-09
     0.38    0.0000000       0.10000000E-09
     0.62    0.0000000       0.10000000E-09
     0.88    0.0000000       0.10000000E-09
     1.12    0.0000000       0.10000000E-09
     1.38    0.0000000       0.10000000E-09
     1.62    0.0000000       0.10000000E-09
     1.88    0.0000000       0.10000000E-09
     2.12    0.0000000       0.10000000E-09
     2.38    0.0000000       0.10000000E-09
     2.62    0.0000000       0.10000000E-09
     2.88    0.0000000       0.10000000E-09
     3.12    0.0000000       0.10000000E-09
     3.38    0.0000000       0.10000000E-09
     3.62    0.0000000       0.10000000E-09
     3.88    0.0000000       0.10000000E-09
     4.12    0.0000000       0.10000000E-09
     4.38    0.0000000       0.10000000E-09
     4.62    0.0000000       0.10000000E-09
     4.88    0.0000000       0.10000000E-09

  ----   dR_jet2,l+/n   ----

     0.12    0.0000000       0.10000000E-09
     0.38    0.0000000       0.10000000E-09
     0.62    0.0000000       0.10000000E-09
     0.88    0.0000000       0.10000000E-09
     1.12    0.0000000       0.10000000E-09
     1.38    0.0000000       0.10000000E-09
     1.62    0.0000000       0.10000000E-09
     1.88    0.0000000       0.10000000E-09
     2.12    0.0000000       0.10000000E-09
     2.38    0.0000000       0.10000000E-09
     2.62    0.0000000       0.10000000E-09
     2.88    0.0000000       0.10000000E-09
     3.12    0.0000000       0.10000000E-09
     3.38    0.0000000       0.10000000E-09
     3.62    0.0000000       0.10000000E-09
     3.88    0.0000000       0.10000000E-09
     4.12    0.0000000       0.10000000E-09
     4.38    0.0000000       0.10000000E-09
     4.62    0.0000000       0.10000000E-09
     4.88    0.0000000       0.10000000E-09

  ----   dR_jet,jet     ----

     0.12    0.0000000       0.10000000E-09
     0.38    0.0000000       0.10000000E-09
     0.62    0.0000000       0.10000000E-09
     0.88    0.0000000       0.10000000E-09
     1.12    0.0000000       0.10000000E-09
     1.38    0.0000000       0.10000000E-09
     1.62    0.0000000       0.10000000E-09
     1.88    0.0000000       0.10000000E-09
     2.12    0.0000000       0.10000000E-09
     2.38    0.0000000       0.10000000E-09
     2.62    0.0000000       0.10000000E-09
     2.88    0.0000000       0.10000000E-09
     3.12    0.0000000       0.10000000E-09
     3.38    0.0000000       0.10000000E-09
     3.62    0.0000000       0.10000000E-09
     3.88    0.0000000       0.10000000E-09
     4.12    0.0000000       0.10000000E-09
     4.38    0.0000000       0.10000000E-09
     4.62    0.0000000       0.10000000E-09
     4.88    0.0000000       0.10000000E-09

  ----   dR_phot,lep    ----

     0.12    0.0000000       0.10000000E-09
     0.38    0.0000000       0.10000000E-09
     0.62    0.0000000       0.10000000E-09
     0.88    0.0000000       0.10000000E-09
     1.12    0.0000000       0.10000000E-09
     1.38    0.0000000       0.10000000E-09
     1.62    0.0000000       0.10000000E-09
     1.88    0.0000000       0.10000000E-09
     2.12    0.0000000       0.10000000E-09
     2.38    0.0000000       0.10000000E-09
     2.62    0.0000000       0.10000000E-09
     2.88    0.0000000       0.10000000E-09
     3.12    0.0000000       0.10000000E-09
     3.38    0.0000000       0.10000000E-09
     3.62    0.0000000       0.10000000E-09
     3.88    0.0000000       0.10000000E-09
     4.12    0.0000000       0.10000000E-09
     4.38    0.0000000       0.10000000E-09
     4.62    0.0000000       0.10000000E-09
     4.88    0.0000000       0.10000000E-09

  ----   H_T            ----

     5.00   0.57324889E-02   0.22528235E-04
    15.00   0.10237851E-02   0.16399336E-04
    25.00   0.61486103E-03   0.15842800E-04
    35.00   0.43882270E-03   0.88748846E-05
    45.00   0.29386015E-03   0.23658685E-04
    55.00   0.29893418E-03   0.24965453E-04
    65.00   0.24378996E-03   0.11486853E-04
    75.00   0.21924809E-03   0.22886315E-04
    85.00   0.20757455E-03   0.23726249E-04
    95.00   0.14665958E-03   0.44243333E-04
   105.00   0.14812676E-03   0.40474092E-04
   115.00   0.26145271E-03   0.40440050E-04
   125.00   0.17903665E-03   0.20308952E-04
   135.00  -0.49860262E-04   0.20781215E-03
   145.00   0.21701025E-03   0.83799963E-04
   155.00   0.28101698E-03   0.12789322E-03
   165.00   0.18539620E-03   0.22722248E-04
   175.00   0.11661965E-03   0.22807857E-04
   185.00   0.14685591E-03   0.34932207E-04
   195.00   0.87523866E-04   0.61308959E-04

  ----   M_T            ----

    25.00   0.82048783E-02   0.26416860E-04
    75.00   0.12189624E-02   0.37282705E-04
   125.00   0.92241597E-03   0.41048191E-04
   175.00   0.91316231E-03   0.32676724E-04
   225.00   0.90295624E-03   0.33629601E-04
   275.00   0.94286071E-03   0.36861233E-04
   325.00   0.12237574E-02   0.52608220E-04
   375.00   0.11545238E-02   0.50978319E-04
   425.00   0.13000309E-02   0.33414145E-04
   475.00   0.15447399E-02   0.35955637E-04
   525.00   0.16854775E-02   0.40750460E-04
   575.00   0.21301320E-02   0.36637534E-04
   625.00   0.25660865E-02   0.35240237E-04
   675.00   0.17278262E-02   0.32506078E-04
   725.00   0.12278120E-02   0.25253765E-04
   775.00   0.90910197E-03   0.20524110E-04
   825.00   0.66977233E-03   0.16069100E-04
   875.00   0.47559044E-03   0.12281526E-04
   925.00   0.35826784E-03   0.11304696E-04
   975.00   0.28700141E-03   0.92147471E-05

  ----   Delta_Phi      ----

     0.16   0.17388018E-04   0.14085455E-05
     0.47   0.20916535E-04   0.18093128E-05
     0.79   0.26454703E-04   0.26267443E-05
     1.10   0.29508076E-04   0.19200149E-05
     1.41   0.49450621E-04   0.26411881E-05
     1.73   0.85727860E-04   0.52298648E-05
     2.04   0.14576610E-03   0.68072769E-05
     2.36   0.31296861E-03   0.80616402E-05
     2.67   0.10396711E-02   0.20436233E-04
     2.98   0.29673002E-01   0.68160847E-04

  ----   A_FB vs Qll    ----

    67.25                 0         undefined
    69.75                 0         undefined
    72.25                 0         undefined
    74.75                 0         undefined
    77.25                 0         undefined
    79.75                 0         undefined
    82.25                 0         undefined
    84.75                 0         undefined
    87.25                 0         undefined
    89.75                 0         undefined
    92.25                 0         undefined
    94.75                 0         undefined
    97.25                 0         undefined
    99.75                 0         undefined
   102.25                 0         undefined
   104.75                 0         undefined
   107.25                 0         undefined
   109.75                 0         undefined
   112.25                 0         undefined
   114.75                 0         undefined

  ----   A0 vs ZpT      ----

     5.00          -3.75711         0.0647844
    15.00         -0.093662          0.128179
    25.00         0.0176221         0.0860366
    35.00         0.0296874         0.0810655
    45.00          0.040107         0.0764032
    55.00         0.0774976         0.0727656
    65.00        -0.0272792         0.0742546
    75.00        -0.0570442         0.0728495
    85.00        -0.0513666         0.0770633
    95.00          0.123607         0.0780983

  ----   A1 vs ZpT      ----

     5.00          0.302861          0.248102
    15.00        -0.0119412         0.0906905
    25.00         0.0422908         0.0715366
    35.00         0.0159842         0.0593807
    45.00          0.104523         0.0604228
    55.00        -0.0447279         0.0576723
    65.00          0.106983         0.0607663
    75.00        -0.0517191         0.0607899
    85.00        -0.0394649         0.0628339
    95.00         0.0146522         0.0593997

  ----   A2 vs ZpT      ----

     5.00        -0.0907597          0.429112
    15.00        -0.0031477          0.161039
    25.00         0.0376675            0.1148
    35.00         0.0246636          0.107114
    45.00         0.0680804          0.107749
    55.00        -0.0278603          0.100657
    65.00        -0.0480507          0.101818
    75.00         0.0268207         0.0976912
    85.00         -0.167363          0.103853
    95.00         0.0383157          0.105142

  ----   A3 vs ZpT      ----

     5.00          0.125629          0.235388
    15.00        -0.0120193         0.0660026
    25.00         0.0281834         0.0547429
    35.00         -0.030026         0.0491001
    45.00          0.018439         0.0498319
    55.00         0.0934561         0.0482848
    65.00         0.0960253         0.0480233
    75.00         0.0550524         0.0479302
    85.00        -0.0791824         0.0474967
    95.00       -0.00411429         0.0499263

  ----   A4 vs ZpT      ----

     5.00         0.0161132         0.0381983
    15.00          0.373147         0.0986373
    25.00          0.120965         0.0701731
    35.00          0.127202         0.0601223
    45.00          0.159441         0.0612678
    55.00          0.148341         0.0578726
    65.00           0.15308         0.0584885
    75.00          0.209614         0.0597733
    85.00          0.104423         0.0631577
    95.00          0.145566         0.0602284

  ----   phi CS         ----

    -2.83          0.159812          0.113868
    -2.20          0.272778          0.101671
    -1.57          0.398442          0.207281
    -0.94         -0.104729          0.208962
    -0.31          0.297362         0.0685312
